"id","title","len","cite_arXiv","cite_av_media","cite_book","cite_comic","cite_conference","cite_encyclopedia","cite_episode","Cite_govtrack","cite_journal","cite_magazine","cite_press_release","cite_web","links","tables","files","math","class"
8913245,"Sugar Sugar, Inc",2033,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
8915736,"British and Irish Association of Zoos and Aquariums",3573,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,"0"
8930158,"PayPerPost",3381,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
8930371,"Sierra Springs",1508,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
8930998,"James Graham (physician)",5243,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,"1"
8940171,"Jeff Berding",7120,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,"1"
8962853,"Marcia McNutt",71712,0,0,3,0,0,0,0,0,17,0,14,35,247,0,12,0,"1"
8967870,"Československá obchodní banka",5480,0,0,0,0,0,0,0,0,0,0,0,1,35,0,1,0,"0"
8990518,"Slovenská záručná a rozvojová banka",1444,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,"0"
8995361,"Comisión Federal de Electricidad",8964,0,0,0,0,0,0,0,0,0,0,0,4,41,0,3,0,"0"
8999460,"VIA3",4447,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,"0"
9007606,"Caloi",4799,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"0"
9031579,"Bealls (Texas)",8639,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,"0"
9032725,"McKeough Supply",2746,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,"0"
9041594,"Paris Aéroport",7653,0,0,0,0,0,0,0,0,0,0,0,2,71,1,2,0,"0"
9065487,"AXIS Telekom Indonesia",9507,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,"0"
9069037,"Freshtel",4147,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,"0"
9071052,"Webtrends",10571,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,0,"0"
9083996,"Ivanhoé Cambridge",20436,0,0,7,0,0,0,0,0,0,0,2,0,330,2,1,0,"0"
9086660,"Wah Seong Corporation",6005,0,0,0,0,0,0,0,0,0,0,0,7,45,0,1,0,"0"
9114455,"BUF Compagnie",7905,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,"0"
9115470,"Virtual Digital Cable",4834,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,"0"
9132144,"AppNeta",7692,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,"0"
9142585,"Vintage Cellars",1247,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,"0"
9155359,"Irish Progressive Services International",1268,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
9177773,"Samsung Heavy Industries",5805,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,"0"
9189780,"Alpina Watches",16542,0,0,0,0,0,0,0,0,0,0,0,10,28,0,1,0,"0"
9191692,"Intra Bank",5752,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
9192088,"Simsari",3733,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,"0"
9210857,"Graniterock",16218,0,0,1,0,0,0,0,0,0,0,0,4,43,0,4,0,"0"
9217950,"Lettuce Entertain You Enterprises",6322,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,"0"
9226474,"Resolute Forest Products",11038,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,"0"
9231115,"Hori Naotora",1713,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"1"
9261325,"White Marsh Brewing Company",1527,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,"0"
9270416,"Talarian",3156,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,"0"
9281860,"Ōseki Masunori",1541,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,"1"
9282056,"Akimoto Hirotomo",1580,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"1"
9286909,"Oxiana Limited",3322,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,"0"
9320533,"Sun Moon University",1533,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"3"
9332115,"Fatima Jinnah Dental College",14104,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2,0,"3"
9370144,"Frasca International",7479,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,"0"
9386769,"Three Rivers Community College (Connecticut)",6196,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,"3"
9406500,"Nellymoser",6180,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,"0"
9406984,"Danka (copier supplier)",3161,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,"0"
9427013,"Gordon Stanfield Animation",4682,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,"0"
9428201,"Onda Mobile Communication",1449,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
9473301,"Zhejiang Tailong Commercial Bank",5606,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"0"
9475737,"Mimobot",6255,0,0,0,0,0,0,0,0,0,0,0,0,48,0,3,0,"0"
9480205,"Toho Tenax",1700,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,"0"
9484850,"Frese Motorcars",831,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
9485394,"Paramount Defenses",4280,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,"0"
9489716,"EMMAN",10319,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,"0"
9501058,"Watumull Institute of Electronics Engineering and Computer Technology",6136,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"3"
9501582,"K. J. Somaiya Institute of Management Studies and Research",7059,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,"3"
9505243,"WAAV, Inc.",1917,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
9524004,"Politics in Luton",15737,0,0,0,0,0,0,0,0,0,0,0,0,158,5,0,0,"0"
9531339,"Paul McLeay",5474,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,"1"
9533963,"James Frederick Palmer",7154,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,"1"
9552689,"Fluency Voice Technology",2511,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"0"
9564155,"Pakistan Pharmacists Association",6027,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"3"
9566178,"Ambrose Sherwill",6851,0,0,3,0,0,0,0,0,0,0,0,0,52,0,1,0,"1"
9592389,"Ameritech Publishing",2297,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"0"
9624797,"Translational Genomics Research Institute",3994,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,"0"
9625262,"DigiOn",1058,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
9637310,"Metronom Eisenbahngesellschaft",8022,0,0,0,0,0,0,0,0,0,0,0,1,91,2,1,0,"0"
9657198,"Concha y Toro",5864,0,0,0,0,0,0,0,0,0,0,0,2,38,0,3,0,"0"
9657772,"Broadcast Company of the Americas",2018,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"0"
9660520,"Best Way Technologies",1362,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
9673820,"Ottogi",3694,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,"0"
9676435,"GAMA-GO",2036,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,"0"
9703639,"Modern University for the Humanities",6300,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,"3"
9704876,"Rhodes Brothers",4250,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,"0"
9705972,"Adam's Engineering College",1251,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,"3"
9713068,"MisterCertified",1068,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
9719675,"Hoveround",3601,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
9725443,"HydroSerre Mirabel",2225,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,"0"
9733105,"Government College of Engineering, Amravati",7029,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,"3"
9739286,"SRM Nightingale School",4485,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,"3"
9741652,"Macdonald Realty",6373,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,"0"
9749598,"Citizenre",1632,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
9759219,"Farmacias El Amal",3313,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
9760126,"Interros",2207,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,"0"
9772300,"Dey Brothers",2671,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"0"
9773503,"Space Imaging Middle East",4767,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,"0"
9799776,"Nation Broadcasting Corporation",8018,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,"0"
9843978,"Notcutts",3102,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,"0"
9856484,"Marian Engineering College",2402,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,"3"
9864299,"Zesto Drive-In",4224,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,"0"
9897192,"McWane",22500,0,0,1,0,0,0,0,0,1,0,0,16,58,0,2,0,"0"
9907842,"Russell Northe",4833,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,"1"
9916773,"Sasini Tea & Coffee",2694,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"0"
9930232,"Nigel (bishop of Ely)",49118,0,0,34,0,0,2,0,0,6,0,0,0,142,0,3,0,"1"
9937508,"York Barbell",1729,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,"0"
9937511,"Ivanko Barbell Company",1645,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,"0"
9960424,"TicketCity",6741,0,0,1,0,0,0,0,0,0,0,0,3,47,0,0,0,"0"
9988437,"Shri Atmanand Jain Institute of Management and Technology",2144,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,"0"
10011553,"Institute for Manufacturing",7567,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,"3"
10026612,"OptionsXpress",6186,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
10072752,"Liberty Property Trust",4071,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"0"
10082168,"Sanford USD Medical Center",1417,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,"0"
10099596,"Transportes Moctezuma de la Laguna",1326,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,"0"
10117205,"SGEduLab",923,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,"0"
10121293,"Fisher Electronics",8869,0,0,2,0,0,0,0,0,0,0,0,5,41,0,1,0,"0"
10131168,"KB Theatres",2161,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,"0"
10143802,"Pestana Group",3238,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,"0"
10154243,"Crown Central Petroleum",2046,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,"0"
10178423,"Dixons (Netherlands)",2258,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,"0"
10180428,"University of Nova Gorica",2566,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"3"
10187024,"A21, Inc.",2486,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,"0"
10195420,"American Council on Exercise",2649,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,"0"
10205464,"Call4care",1132,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"0"
10207396,"Ian Sloan",5241,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,"2"
10210385,"GridApp Systems",3271,0,0,0,0,0,0,0,0,5,0,0,1,11,0,0,0,"0"
10210842,"Bharat Forge",4579,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,"0"
10212618,"Andor Technology",4986,0,0,0,0,0,0,0,0,1,1,0,1,38,0,0,0,"0"
10228363,"Global Graphics",5512,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,"0"
10265961,"Sir Robert McAlpine",18259,0,0,1,0,0,0,0,0,0,0,0,24,69,0,4,0,"0"
10266282,"Caesars World",26039,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,"0"
10283700,"Broadberry Data Systems",2113,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
10299651,"Make Poverty History Emirates",5528,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
10303225,"Alterface",4154,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,"0"
10318770,"Varian Semiconductor",2087,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"0"
10321084,"RadiOrakel",4009,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,0,"0"
10325023,"First Run Features",5241,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,"0"
10337299,"Cozi",9144,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,"0"
10342930,"International School of Information Management",38057,0,0,0,0,0,0,0,0,0,0,0,8,69,9,20,0,"3"
10347868,"Officer and Aircrew Selection Centre",5240,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,"0"
10371738,"Diffusion Pictures",1730,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,"0"
10394574,"Ayala Land",3062,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,"0"
10403176,"Iravatham Mahadevan",9675,0,0,0,0,0,0,0,0,2,0,0,1,45,0,0,0,"2"
10405436,"Larry's Giant Subs",2067,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,"0"
10405822,"Analogic Corporation",3103,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,"0"
10408862,"Integrated Dynamics",7117,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,"0"
10410269,"Stomil Olsztyn (company)",1785,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,"0"
10411358,"Nottingham Building Society",2617,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,"0"
10414438,"Catholic Building Society",3609,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,"0"
10423509,"Domingo Caycedo",7780,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,"1"
10424901,"Jaeger-LeCoultre",24888,0,0,0,0,0,0,0,0,0,0,0,1,57,0,2,0,"0"
10427340,"Wing Zone",3867,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,"0"
10443854,"Valora (company)",5468,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,"0"
10451458,"Macau.com",3217,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
10457715,"Tomás de Herrera",7752,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,"1"
10469178,"D&S Car Wash",1399,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"0"
10471779,"Firestone Diamonds",2546,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
10475347,"Lightning Source",4783,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,"0"
10476857,"Novabase",1688,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,"0"
10483209,"Skilled Group",6240,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,"0"
10498627,"Tokugawa Mochinaga",2302,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"1"
10503754,"Lauder Brunton",6616,0,0,5,0,0,0,0,0,2,0,0,1,36,0,0,0,"2"
10510613,"Nyko",5370,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"0"
10525936,"CoffeeCup Software",5841,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"0"
10538939,"GMR Institute of Technology",2234,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,"3"
10548546,"F. Lorée",3277,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
10554990,"Merit Energy Company",2651,0,0,0,0,0,0,0,0,0,0,0,4,19,0,1,0,"0"
10612259,"Proxicom",8235,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,"0"
10620376,"John Ripley Freeman",5836,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,"1"
10632901,"Zambeef Products",3309,0,0,0,0,0,0,0,0,0,0,0,1,36,0,1,0,"0"
10632915,"Smith & Caughey's",5253,0,0,0,0,0,0,0,0,0,0,0,2,24,0,1,0,"0"
10641274,"José María Melo",4727,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,"1"
10658873,"Yorkshire Radio Network",7176,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,"0"
10672597,"Vigor Gaming",3883,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,"0"
10680030,"Unigene Laboratories",1671,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,"0"
10687655,"Tele Time",2369,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
10688831,"International Bank of Commerce",2451,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,"0"
10706522,"José Ignacio de Márquez",3900,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,"1"
10743292,"Qwest Interprise America",1779,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,"0"
10767896,"International Association of Wildland Fire",6865,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
10779139,"Oltchim S.A.",2191,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"0"
10780604,"E.ON Gaz Romania",2775,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"0"
10781029,"GDF Suez Romania",754,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
10782128,"GLOBOsapiens",3060,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"0"
10784697,"Cantus Verkehrsgesellschaft",2973,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,"0"
10810532,"WIN Corporation",11604,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0,0,"0"
10814272,"Victor Carey",8740,0,0,3,0,0,0,0,0,0,0,0,1,38,0,0,0,"1"
10846987,"Anthony Liu Bainian",2817,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"1"
10857066,"Matsudaira Yasushige",2286,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"1"
10864887,"GMI Retail Management",1262,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,"0"
10875501,"Oliver John Nilsen",2756,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,"1"
10886095,"Endeavour College of Natural Health",3652,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"3"
10912829,"Digi-Guys",2477,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,"0"
10915341,"Shri Shankaracharya College of Engineering and Technology",4391,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,"3"
10924590,"Agora Games",2927,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,"0"
10947248,"Sanseidō",1057,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
10957080,"Ling Tung University",3225,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,"3"
10965359,"PLP (TV channel)",1121,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"0"
10978672,"Wikipedia:WikiProject Plants/Sandbox",29656,0,0,0,0,0,0,0,0,0,0,0,0,101,1,1,0,"2"
10986934,"Mt. Olive Pickle Company",9553,0,0,0,0,0,0,0,0,0,0,0,1,37,0,2,0,"0"
11017912,"Ellex Medical Lasers",4164,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,"0"
11037489,"Ediciones Ekare",4273,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"0"
11061652,"Abbott's Frozen Custard",4283,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,"0"
11073707,"ORT (TV channel)",986,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,"0"
11082843,"Globeride",1998,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,"0"
11109800,"Martin Pakula",7561,0,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,"1"
11122612,"Unbound Creative, Inc.",2872,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,"0"
11124008,"Strange Flavour",1816,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,"0"
11133294,"Boss Film Studios",7266,0,0,0,0,0,0,0,0,0,0,0,1,98,0,1,0,"0"
11137224,"Genesis HealthCare",23864,0,0,0,0,0,0,0,0,0,0,0,3,240,1,0,0,"0"
11147395,"U.S. Oil and Refining",5496,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,"0"
11148702,"Ryan Smith (Australian politician)",3443,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,"1"
11167404,"Duncan Toys Company",8029,0,0,2,0,0,0,0,0,0,0,0,0,10,0,1,0,"0"
11169885,"Jacinta Allan",6135,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,"1"
11170441,"Lisa Neville",4485,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,"1"
11170524,"Tim Pallas",6511,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,"1"
11171900,"Shareasale",3929,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
11174715,"Phison",2503,0,0,0,0,0,0,0,0,0,0,0,3,23,0,1,0,"0"
11238427,"Eurostars Hotels",1342,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,"0"
11257531,"Wardley (company)",2388,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,"0"
11268632,"Fishpond.co.nz",2023,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,"0"
11277640,"Fuji Food",2328,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,"0"
11290734,"Sreenidhi Institute of Science and Technology",8821,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,"3"
11296137,"Washington Theological Union",4731,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,"3"
11307108,"Odyssey Marine Exploration",14409,0,0,0,0,0,0,0,0,0,0,0,1,53,0,2,0,"0"
11321206,"Başkent University",5299,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,"3"
11333047,"Biosensors International",2724,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,"0"
11360039,"Hawassa University",5396,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,"3"
11368707,"Streichers",1960,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,"0"
11369889,"Tarantella, Inc.",9273,0,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,"0"
11394147,"MFA Incorporated",2911,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,"0"
11394390,"RBC Dexia",2209,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"0"
11456273,"Gatti's Pizza",6877,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,"0"
11466129,"Area (travel agency)",1700,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,"0"
11469789,"Zambia National Commercial Bank",5107,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,"0"
11474281,"Phillip Tsunoda",4085,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,"1"
11478708,"Adams Cable",1838,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,"0"
11497918,"Rocky Mountain Bicycles",5327,0,0,0,0,0,0,0,0,0,0,0,7,30,0,2,0,"0"
11507609,"SeniorNet",10236,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,"0"
11508783,"Wynsors World of Shoes",3388,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"0"
11508920,"Connell Foley",1768,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,"0"
11520477,"Hussain Industries",2281,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,"0"
11539242,"Proginet",7765,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,"0"
11542431,"Charles Debrille Poston",17755,0,0,6,0,0,0,0,0,1,0,0,2,124,0,4,0,"1"
11569916,"Spark Infrastructure",1577,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,"0"
11602156,"Nicholas Kotsiras",2369,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,"1"
11602350,"Rob Hudson",3733,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"1"
11605819,"Richard Meagher",7755,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,"1"
11629653,"János Martonyi",5490,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,"1"
11631467,"World Wind Energy Association",7799,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,"0"
11631582,"Laurier Brantford",11165,0,0,0,0,0,0,0,0,0,0,0,7,31,0,1,0,"3"
11635760,"Amylin Pharmaceuticals",4063,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,"0"
11646189,"Hillsong International Leadership College",7657,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,"3"
11660042,"Secure Computing Corporation",15120,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,"0"
11662608,"OSI Pharmaceuticals",5559,0,0,0,0,0,0,0,0,0,0,0,3,42,0,1,0,"0"
11717445,"Vidiator",1396,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,"0"
11732768,"SuperOffice",2527,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,"0"
11744896,"Scandinavian Customized Prosthesis",2403,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"0"
11746420,"Nakumatt",12302,0,0,0,0,0,0,0,0,0,0,0,21,75,0,0,0,"0"
11747061,"Fermentas",2672,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,"0"
11793825,"Horze",3791,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,"0"
11805437,"Mei Ah Entertainment",4559,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,"0"
11820603,"AXA Equitable Life Insurance Company",4887,0,0,0,0,0,0,0,0,0,0,0,1,30,0,2,0,"0"
11855037,"Brock Solutions",1161,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,"0"
11871291,"Analogix",2467,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,"0"
11874217,"Pelargos",1421,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,"0"
11874943,"Danielle Green",3871,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,"1"
11886712,"SCAFCO",5418,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,"0"
11952687,"PANTA",1837,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,"0"
11957795,"Moving Brands",4850,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,"0"
11976149,"Balkan Dream Properties",2233,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,"0"
